,Symbol,product_name,Marketcap,sector,Industry,asset_class,close_price,risk_score,return_2019,return_2018,return_2017,return_2016,return_2015,return_2014,return_2013,return_2012,return_2011,return_2010
185,AMTBB,Amerant Bancorp Inc.,669711212.5,Finance,Major Banks,Small Cap,14.17,47.45,,,,,,,,,,
186,UHAL,Amerco,7463900580.08,Consumer Services,Rental/Leasing Companies,Mid Cap,372.15,21.46,15.01,-12.68,2.94,-4.56,38.98,20.02,87.56,49.82,-6.87,93.16
187,AMRH,"Ameri Holdings, Inc.",3995401.29,Technology,Semiconductors,Micro Cap,1.44,95.98,,,,,,,,,,
189,ATAX,"America First Multifamily Investors, L.P.",462955902.44,Finance,Finance: Consumer Services,Small Cap,7.75,17.1,46.58,1.02,21.87,16.78,5.39,-8.86,1.58,47.24,3.38,-4.09
190,AMOV,"America Movil, S.A.B. de C.V.",54418619994.09,Public Utilities,Telecommunications Equipment,Large Cap,16.08,28.73,15.95,-15.81,41.05,-9.99,-31.71,-3.67,2.36,4.23,-20.49,24.16
191,AAL,"American Airlines Group, Inc.",12440846376.4,Transportation,Air Freight/Delivery Services,Large Cap,26.11,34.35,-9.57,-37.69,12.4,11.48,-20.35,113.47,87.04,166.27,-49.35,106.82
192,AFIN,"American Finance Trust, Inc.",1410859869.645,Consumer Services,Real Estate Investment Trusts,Small Cap,13.08,27.94,,,,,,,,,,
193,AFINP,"American Finance Trust, Inc.",30300000.0,Consumer Services,Real Estate Investment Trusts,Micro Cap,25.23,,,,,,,,,,,
194,AMNB,"American National Bankshares, Inc.",417750300.24,Finance,Major Banks,Small Cap,34.78,25.02,39.05,-21.41,12.95,40.7,7.38,-1.57,35.48,8.12,-13.24,12.56
195,ANAT,American National Insurance Company,3089608152.0,Finance,Life Insurance,Mid Cap,111.43,19.26,-4.99,3.28,5.81,25.34,-7.74,2.51,73.06,-2.3,-11.16,-25.82
196,AOBC,American Outdoor Brands Corporation,519775575.68,Capital Goods,Ordnance And Accessories,Small Cap,9.35,45.34,-27.84,0.16,-39.09,-4.09,132.1,-29.8,59.83,93.58,16.58,-8.56
197,APEI,"American Public Education, Inc.",430226769.72,Consumer Services,Other Consumer Services,Small Cap,25.05,41.73,-3.76,13.61,2.04,31.92,-49.53,-15.18,20.35,-16.54,16.22,8.38
198,AREC,American Resources Corporation,15582337.95,Consumer Services,Other Consumer Services,Micro Cap,0.48,145.31,,,,,,,,,,
199,AMRB,American River Bankshares,87146530.03,Finance,Major Banks,Micro Cap,14.87,30.76,8.48,-7.26,2.24,42.82,12.31,-0.32,36.76,51.87,-24.17,-23.66
200,AMSWA,"American Software, Inc.",473867928.39,Technology,Computer Software: Prepackaged Software,Small Cap,14.98,26.38,48.71,-7.08,18.73,7.08,17.82,-3.73,28.57,-10.92,44.67,21.54
201,AMSC,American Superconductor Corporation,171511848.44,Consumer Durables,Metal Fabrications,Micro Cap,7.56,57.38,-29.6,207.16,-50.75,15.7,-13.92,-54.88,-37.4,-29.0,-87.09,-30.1
202,AMWD,American Woodmark Corporation,1911457949.12,Basic Industries,Forest Products,Small Cap,112.18,29.7,87.7,-57.25,73.09,-5.91,97.77,2.3,42.09,103.66,-43.82,27.04
203,CRMT,"America&#39;s Car-Mart, Inc.",723558140.55,Consumer Durables,Automotive Aftermarket,Small Cap,108.75,31.47,51.36,62.26,2.06,63.92,-50.0,26.4,4.22,3.42,44.68,2.85
204,ABCB,Ameris Bancorp,3032341284.09,Finance,Major Banks,Mid Cap,40.57,24.91,36.06,-33.69,11.5,29.39,33.51,22.25,69.02,21.5,-2.47,49.05
205,AMSF,"AMERISAFE, Inc.",1324001197.4,Finance,Property-Casualty Insurers,Small Cap,66.74,19.08,24.48,-1.17,5.71,30.4,29.04,5.07,56.41,17.2,32.86,-2.62
206,ASRV,AmeriServ Financial Inc.,71613773.81199999,Finance,Major Banks,Micro Cap,4.13,14.12,6.64,-1.17,13.83,17.44,3.51,4.57,1.65,54.36,23.42,-5.39
207,ASRVP,AmeriServ Financial Inc.,597651.6,Finance,Major Banks,Micro Cap,28.01,22.74,-2.63,13.15,20.49,5.3,2.05,18.76,9.16,5.49,18.61,31.29
208,ATLO,Ames National Corporation,250213126.11,Finance,Major Banks,Micro Cap,26.95,23.17,14.32,-4.99,-13.19,40.26,-3.32,19.51,5.24,15.39,-7.53,5.01
209,AMGN,Amgen Inc.,143489383316.09,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Large Cap,222.95,20.76,27.6,15.23,22.27,-7.56,3.96,42.33,34.8,36.83,18.17,-2.95
210,FOLD,"Amicus Therapeutics, Inc.",2652571798.11,Health Care,Major Pharmaceuticals,Mid Cap,8.88,47.39,1.67,-33.43,189.54,-48.76,16.59,254.04,-12.31,-22.09,-26.81,18.39
211,AMKR,"Amkor Technology, Inc.",3165136590.0,Technology,Semiconductors,Mid Cap,11.85,50.52,98.17,-34.73,-4.74,73.52,-14.37,15.82,44.58,-2.75,-41.16,3.49
212,AMPH,"Amphastar Pharmaceuticals, Inc.",942515582.16,Health Care,Major Pharmaceuticals,Small Cap,19.68,31.83,,,,,,,,,,
213,IBUY,Amplify Online Retail ETF,259201325.0,,,Micro Cap,52.218,19.23,,,,,,,,,,
217,ASYS,"Amtech Systems, Inc.",107586729.38,Technology,Industrial Machinery/Components,Micro Cap,7.74,40.62,58.06,-55.01,136.94,-32.11,-38.63,46.55,116.15,-62.16,-66.16,127.19
218,AMRS,"Amyris, Inc.",313343574.39,Basic Industries,Major Chemicals,Small Cap,2.62,112.84,-7.49,-10.93,-65.75,-54.94,-21.36,-61.06,69.55,-72.96,-56.75,0.0
219,ADI,"Analog Devices, Inc.",44001084024.43,Technology,Semiconductors,Large Cap,112.21,27.37,41.31,-1.64,25.3,34.96,2.39,12.15,24.7,21.26,-2.41,22.7
220,ANAB,"AnaptysBio, Inc.",430879328.92,Health Care,Major Pharmaceuticals,Small Cap,14.09,138.5,,,,,,,,,,
221,AVXL,Anavex Life Sciences Corp.,185206150.8,Health Care,Biotechnology: Commercial Physical & Biological Resarch,Micro Cap,2.93,71.56,66.03,-51.55,-18.69,-28.9,652.7,-26.0,-68.35,-35.25,-66.58,69.77
222,ANCN,Anchiano Therapeutics Ltd.,11689107.02,Health Care,Major Pharmaceuticals,Micro Cap,1.322,,,,,,,,,,,
223,ANDA,Andina Acquisition Corp. III,140756350.0,Finance,Business Services,Micro Cap,10.1,,,,,,,,,,,
227,ANGI,ANGI Homeservices Inc.,4691124699.75,Consumer Services,Advertising,Mid Cap,8.87,49.39,,,,,,,,,,
228,ANGO,"AngioDynamics, Inc.",582445681.2,Health Care,Medical/Dental Instruments,Small Cap,14.17,32.21,-20.47,21.05,-1.42,38.96,-36.14,10.78,56.14,-25.79,-3.64,-4.24
229,ANIP,"ANI Pharmaceuticals, Inc.",740814650.95,Health Care,Major Pharmaceuticals,Small Cap,60.89,40.61,36.98,-30.15,6.32,34.32,-19.97,180.83,172.09,-59.0,-69.51,13.1
230,ANIK,Anika Therapeutics Inc.,648257342.81,Health Care,Medical/Dental Instruments,Small Cap,44.46,53.28,54.27,-37.66,10.11,28.3,-6.33,6.76,283.9,1.43,46.93,-12.58
231,ANIX,"Anixa Biosciences, Inc.",72457789.92,Health Care,Medical Specialities,Micro Cap,3.97,55.77,-16.75,66.95,-56.3,79.4,9.45,-42.11,5.56,63.64,-47.62,-67.19
233,ANSS,"ANSYS, Inc.",23106866682.12,Technology,Computer Software: Prepackaged Software,Large Cap,270.7,22.21,80.08,-3.15,59.57,-0.01,12.8,-5.96,29.49,17.56,10.01,19.81
234,ATRS,"Antares Pharma, Inc.",692078617.36,Health Care,Medical/Dental Instruments,Small Cap,4.02,42.13,72.79,36.68,-14.59,92.56,-52.92,-42.51,17.32,73.18,29.41,49.12
235,ATEX,Anterix Inc.,823265951.86,Public Utilities,Telecommunications Equipment,Small Cap,47.8,42.05,,,,,,,,,,
236,APLS,"Apellis Pharmaceuticals, Inc.",3031951621.5,Health Care,Major Pharmaceuticals,Mid Cap,40.37,62.85,,,,,,,,,,
237,APEX,Apex Global Brands Inc.,4581760.925,Consumer Non-Durables,Apparel,Micro Cap,0.72,96.47,-48.0,-73.68,-81.9,-39.13,-10.9,41.2,3.71,24.41,-34.61,14.27
238,APXT,Apex Technology Acquisition Corporation,446045600.0,Finance,Business Services,Small Cap,10.029,,,,,,,,,,,
241,APOG,"Apogee Enterprises, Inc.",910282487.9,Capital Goods,Auto Parts:O.E.M.,Small Cap,33.08,37.63,10.89,-33.76,-13.72,24.6,3.59,19.41,51.81,99.73,-6.5,-1.19
242,APEN,"Apollo Endosurgery, Inc.",59691209.4,Health Care,Medical/Dental Instruments,Micro Cap,3.01,64.86,-17.39,-38.39,-53.95,-31.34,-91.84,-33.8,-15.64,-39.38,33.71,11.25
243,AINV,Apollo Investment Corporation,1167877754.55,,,Small Cap,17.35,13.52,56.97,-18.11,6.51,26.84,-20.6,-3.44,11.63,44.05,-34.09,28.34
244,AMEH,"Apollo Medical Holdings, Inc.",655979112.8,Consumer Services,Professional Services,Small Cap,18.0,46.47,-7.25,-17.29,220.0,57.89,5.56,-30.77,30.0,233.33,0.0,114.29
245,APPF,"AppFolio, Inc.",4227119888.7,Technology,Computer Software: Prepackaged Software,Mid Cap,125.06,31.48,,,,,,,,,,
246,APPN,Appian Corporation,3565160414.96,Technology,Computer Software: Prepackaged Software,Mid Cap,47.82,50.61,,,,,,,,,,
247,AAPL,Apple Inc.,1397320925710.0,Technology,Computer Manufacturing,Large Cap,308.95,23.69,88.96,-5.39,48.46,12.48,-3.01,40.62,8.07,32.57,25.56,53.07
248,APDN,"Applied DNA Sciences, Inc.",14952361.71,Consumer Services,Other Consumer Services,Micro Cap,3.86,225.88,-73.81,-74.84,-14.05,-42.9,12.11,-69.9,-23.81,250.0,0.0,0.0
249,AGTC,Applied Genetic Technologies Corporation,148662160.32,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Micro Cap,7.86,108.22,,,,,,,,,,
250,AMAT,"Applied Materials, Inc.",57526862559.3,Technology,Semiconductors,Large Cap,59.05,32.59,89.86,-34.92,60.31,75.7,-23.52,43.7,58.55,10.19,-21.87,3.06
251,AAOI,"Applied Optoelectronics, Inc.",284097407.56,Technology,Semiconductors,Micro Cap,13.26,59.09,,,,,,,,,,
252,APLT,"Applied Therapeutics, Inc.",904620131.24,Health Care,Major Pharmaceuticals,Small Cap,50.32,,,,,,,,,,,
253,APRE,"Aprea Therapeutics, Inc.",828705018.96,Health Care,Major Pharmaceuticals,Small Cap,37.84,,,,,,,,,,,
254,APVO,Aptevo Therapeutics Inc.,30789885.92,Health Care,Major Pharmaceuticals,Micro Cap,0.629,77.45,,,,,,,,,,
255,APTX,Aptinyx Inc.,154927839.0,Health Care,Major Pharmaceuticals,Micro Cap,4.5,69.87,,,,,,,,,,
256,APM,Aptorum Group Limited,418677662.1852,Health Care,Major Pharmaceuticals,Small Cap,14.78,62.06,4.41,510.37,5.69,92.4,24360.0,-99.55,31.12,-18.67,-42.6,61.61
257,APTO,"Aptose Biosciences, Inc.",447515222.28,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Small Cap,5.66,75.5,196.86,-14.73,61.15,-45.06,-57.48,-4.65,73.33,66.67,-82.35,-43.33
258,APYX,Apyx Medical Corporation,277446027.6,Health Care,Medical/Dental Instruments,Micro Cap,7.82,79.45,,,,,,,,,,
259,AQMS,"Aqua Metals, Inc.",40744501.62,Basic Industries,Metal Fabrications,Micro Cap,0.79,111.93,,,,,,,,,,
260,AQB,"AquaBounty Technologies, Inc.",48503947.89,,,Micro Cap,2.04,115.25,,,,,,,,,,
261,AQST,"Aquestive Therapeutics, Inc.",102676152.4,Health Care,Major Pharmaceuticals,Micro Cap,3.9,99.18,,,,,,,,,,
262,ARAV,"Aravive, Inc.",187321545.32,Health Care,Major Pharmaceuticals,Micro Cap,10.63,80.76,288.35,-73.33,-85.23,20.26,-44.81,5080.77,21.5,336.73,-22.22,-5.97
263,ABUS,Arbutus Biopharma Corporation,194257234.04,Health Care,Major Pharmaceuticals,Micro Cap,2.95,101.85,-27.42,-24.16,106.12,-44.94,-70.63,90.09,60.69,230.67,-68.09,2.17
264,ABIO,"ARCA biopharma, Inc.",9118080.4,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,Micro Cap,5.41,106.32,-3.87,-75.56,-52.63,-38.71,-30.08,-43.45,-26.32,-62.0,-68.45,-2.76
265,RKDA,"Arcadia Biosciences, Inc.",45478743.74,Basic Industries,Agricultural Chemicals,Micro Cap,4.84,149.09,,,,,,,,,,
266,ARCB,ArcBest Corporation,716488877.18,Transportation,Trucking Freight/Courier Services,Small Cap,25.43,35.4,-18.6,-3.44,30.95,31.44,-53.5,38.23,255.64,-49.98,-29.35,-6.38
267,ACGL,Arch Capital Group Ltd.,18307769677.54,Finance,Property-Casualty Insurers,Large Cap,44.55,17.04,60.52,-11.69,5.19,23.71,18.02,-0.99,35.6,18.24,26.85,23.06
270,FUV,"Arcimoto, Inc.",31486950.18,Consumer Non-Durables,Motor Vehicles,Micro Cap,1.6,107.39,,,,,,,,,,
271,ARCE,Arco Platform Limited,2763701270.46,Consumer Services,Other Consumer Services,Mid Cap,49.98,49.99,,,,,,,,,,
272,ARCT,Arcturus Therapeutics Holdings Inc.,179687632.68,Health Care,Major Pharmaceuticals,Micro Cap,11.05,83.0,,,,,,,,,,
273,ARDX,"Ardelyx, Inc.",469865071.62,Health Care,Major Pharmaceuticals,Small Cap,7.32,90.46,,,,,,,,,,
274,ARNA,"Arena Pharmaceuticals, Inc.",2338500457.15,Health Care,Major Pharmaceuticals,Mid Cap,43.72,36.28,16.61,14.66,139.23,-25.26,-45.24,-40.68,-35.14,382.35,8.72,-51.55
275,ARCC,Ares Capital Corporation,8099590599.12,,,Mid Cap,18.8,10.83,31.3,8.81,4.5,28.03,0.76,-3.57,11.08,24.72,2.56,45.43
276,ARGX,argenx SE,3330063229.96,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Mid Cap,143.32,35.98,,,,,,,,,,
277,ARDS,Aridis Pharmaceuticals Inc.,65998605.8258,Health Care,Major Pharmaceuticals,Micro Cap,6.79,103.72,,,,,,,,,,
278,ARKR,Ark Restaurants Corp.,77815691.68,Consumer Services,Restaurants,Micro Cap,21.85,22.75,28.68,-29.13,16.02,9.34,7.47,9.58,33.79,34.03,0.51,6.23
279,DWCR,Arrow DWA Country Rotation ETF,11548240.0,,,Micro Cap,28.871,13.22,,,,,,,,,,
280,DWAT,Arrow DWA Tactical ETF,4528000.0,,,Micro Cap,11.22,11.67,,,,,,,,,,
281,AROW,Arrow Financial Corporation,555627890.3,Finance,Major Banks,Small Cap,35.92,21.31,25.47,-0.08,-11.1,53.96,4.59,9.7,12.89,13.1,-8.49,17.94
282,ARWR,"Arrowhead Pharmaceuticals, Inc.",5659378883.34,Health Care,Major Pharmaceuticals,Mid Cap,44.01,61.23,410.71,237.5,137.42,-74.8,-16.67,-31.98,407.01,-48.93,-53.18,68.87
283,TARA,"ArTara Therapeutics, Inc. ",87416056.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Micro Cap,34.7,221.13,,,,,,,,,,
284,ARTL,"Artelo Biosciences, Inc.",8050035.462,Miscellaneous,Business Services,Micro Cap,2.19,170.0,,,,,,,,,,
286,ARTNA,Artesian Resources Corporation,363984740.0,Public Utilities,Water Supply,Small Cap,39.04,21.22,9.66,-7.19,23.91,18.92,27.53,2.34,6.12,23.8,3.47,7.82
287,ARTW,"Art&#39;s-Way Manufacturing Co., Inc.",8335522.5316,Capital Goods,Industrial Machinery/Components,Micro Cap,1.77,61.12,-11.5,-32.89,-12.35,9.68,-39.84,-14.45,9.75,12.07,-55.87,178.1
288,ARVN,"Arvinas, Inc.",1984281142.05,Health Care,Major Pharmaceuticals,Small Cap,50.83,62.6,,,,,,,,,,
289,ARYA,ARYA Sciences Acquisition Corp.,190468750.0,Finance,Business Services,Micro Cap,10.578,7.69,,,,,,,,,,
292,ASNA,"Ascena Retail Group, Inc.",64818799.5,Consumer Services,Clothing/Shoe/Accessory Stores,Micro Cap,5.15,112.44,-84.72,6.81,-62.04,-37.16,-21.58,-40.64,14.56,24.29,12.49,14.42
293,ASND,Ascendis Pharma A/S,6377348418.55,Health Care,Major Pharmaceuticals,Mid Cap,136.03,68.68,,,,,,,,,,
294,APWC,Asia Pacific Wire & Cable Corporation Limited,21619490.1836,Basic Industries,Telecommunications Equipment,Micro Cap,1.42,35.15,-28.87,-27.33,1.6,83.01,-41.38,-21.62,-0.6,19.64,-54.1,148.98
295,ASLN,ASLAN Pharmaceuticals Limited,14977807.92,Health Care,Major Pharmaceuticals,Micro Cap,2.12,234.58,,,,,,,,,,
296,ASML,ASML Holding N.V.,22221147224.64,Technology,Industrial Machinery/Components,Large Cap,284.28,25.57,93.23,-9.68,56.46,27.9,-17.06,16.23,46.91,94.94,10.45,13.38
297,ASPU,Aspen Group Inc.,146629944.45,Consumer Services,Other Consumer Services,Micro Cap,8.17,61.85,,,,,,,,,,
298,AZPN,"Aspen Technology, Inc.",9665078276.1,Technology,EDP Services,Mid Cap,136.2,27.63,47.15,24.14,21.07,44.81,7.82,-16.22,51.23,59.31,36.61,29.59
299,ASMB,"Assembly Biosciences, Inc.",570388059.36,Health Care,Major Pharmaceuticals,Small Cap,16.7,83.49,-9.55,-50.01,272.43,61.78,-4.45,-58.85,76.85,-73.03,21.0,0.0
300,ASRT,"Assertio Therapeutics, Inc.",100044484.64,Health Care,Major Pharmaceuticals,Micro Cap,1.09,115.31,-65.37,-55.16,-55.33,-0.61,12.54,52.27,70.92,19.5,-18.55,89.85
301,ASFI,"Asta Funding, Inc.",67389209.559,Finance,Finance Companies,Micro Cap,10.25,59.05,142.49,23.7,-23.47,23.27,-9.14,3.92,-11.46,21.01,-0.49,15.38
302,ASTE,"Astec Industries, Inc.",969267500.52,Capital Goods,Construction/Ag Equipment/Trucks,Small Cap,40.93,42.38,40.91,-47.94,-12.65,67.04,4.58,2.79,16.8,7.45,-0.62,20.3
303,ATRO,Astronics Corporation,892232301.0,Capital Goods,Military/Government/Technical,Small Cap,28.0,42.51,-8.21,-13.21,22.55,-4.41,-15.36,30.36,178.4,-11.21,70.52,145.61
304,ALOT,"AstroNova, Inc.",93742471.68,Technology,Computer peripheral equipment,Micro Cap,13.96,42.66,-25.46,37.44,-0.85,0.57,-10.65,24.79,36.98,38.08,0.75,9.3
305,ASTC,Astrotech Corporation,12362619.61,Capital Goods,Biotechnology: Laboratory Analytical Instruments,Micro Cap,2.03,79.69,-62.26,42.39,-55.33,-1.96,-37.04,-14.13,214.44,60.71,-50.44,-41.15
306,ASUR,Asure Software Inc,136877355.28,Technology,EDP Services,Micro Cap,8.61,61.28,61.02,-64.02,65.92,88.69,-19.89,0.36,-4.43,38.23,117.41,1.03
307,AACG,ATA Creativity Global,16291283.4,Consumer Services,Other Consumer Services,Micro Cap,1.31,,,,,,,,,,,
308,ATRA,"Atara Biotherapeutics, Inc.",813882811.59,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Small Cap,13.65,61.99,,,,,,,,,,
309,ATNX,"Athenex, Inc.",1181665208.85,Health Care,Major Pharmaceuticals,Small Cap,13.88,68.51,,,,,,,,,,
310,ATHX,"Athersys, Inc.",198966734.4,Health Care,Major Pharmaceuticals,Micro Cap,1.36,48.77,-14.58,-20.44,18.3,48.54,-34.81,-36.8,135.85,-38.73,-29.96,-40.19
311,ATIF,ATIF Holdings Limited,67846649.76,Consumer Services,Professional Services,Micro Cap,1.89,,,,,,,,,,,
312,AAME,Atlantic American Corporation,38911051.9,Finance,Life Insurance,Micro Cap,1.8,72.68,-17.6,-28.68,-16.65,-17.5,24.45,-0.42,33.16,60.78,-2.04,58.59
313,ACBI,"Atlantic Capital Bancshares, Inc.",392239447.04,Finance,Major Banks,Small Cap,17.6,22.17,,,,,,,,,,
314,AUB,Atlantic Union Bankshares Corporation,2967886438.4,Finance,Major Banks,Mid Cap,34.57,25.48,36.63,-20.14,3.67,45.99,7.91,-0.6,61.43,21.77,-7.92,21.57
315,AY,Atlantica Yield plc,2824526314.8,Public Utilities,Electric Utilities: Central,Mid Cap,28.45,14.5,,,,,,,,,,
316,ATLC,Atlanticus Holdings Corporation,187105390.02,Finance,Finance: Consumer Services,Micro Cap,13.24,61.23,147.53,51.67,-15.49,-11.25,35.59,-33.52,5.97,-9.46,-46.99,109.61
317,AAWW,Atlas Air Worldwide Holdings,720503896.6,Transportation,Transportation Services,Small Cap,23.82,54.68,-34.65,-28.06,12.46,26.15,-16.15,19.81,-7.15,15.33,-31.17,49.88
318,AFH,"Atlas Financial Holdings, Inc.",7168150.485,Finance,Property-Casualty Insurers,Micro Cap,0.6,140.11,,,,,,,,,,
319,TEAM,Atlassian Corporation Plc,32436066943.1,Technology,Computer Software: Prepackaged Software,Large Cap,143.83,39.33,,,,,,,,,,
320,ATNI,"ATN International, Inc.",902458687.64,Public Utilities,Telecommunications Equipment,Small Cap,56.3,37.02,-21.63,30.87,-29.91,4.26,18.17,21.71,58.03,-3.55,4.33,-28.81
321,ATOM,Atomera Incorporated,75826777.22,Technology,Semiconductors,Micro Cap,4.43,75.65,,,,,,,,,,
322,ATOS,"Atossa Therapeutics, Inc.",13970405.52,Health Care,Major Pharmaceuticals,Micro Cap,1.54,182.75,,,,,,,,,,
323,BCEL,"Atreca, Inc.",414937960.36,Health Care,Major Pharmaceuticals,Small Cap,18.87,,,,,,,,,,,
324,ATRC,"AtriCure, Inc.",1512804827.25,Health Care,Medical/Dental Instruments,Small Cap,37.9,30.82,6.24,67.76,-6.8,-12.79,12.42,6.85,170.72,-37.84,8.08,70.03
325,ATRI,Atrion Corporation,1312365710.66,Health Care,Medical/Dental Instruments,Small Cap,721.0,21.42,2.16,18.45,25.29,34.27,13.1,15.77,52.72,-13.43,35.15,23.05
326,LIFE,"aTyr Pharma, Inc.",23963539.6,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Micro Cap,5.71,84.84,,,,,,,,,,
327,AUBN,"Auburn National Bancorporation, Inc.",192036962.1,Finance,Major Banks,Micro Cap,56.2,36.97,71.98,-16.65,27.56,9.12,29.6,-2.06,24.38,16.72,-3.81,6.06
328,AUDC,AudioCodes Ltd.,801157994.3,Public Utilities,Telecommunications Equipment,Small Cap,26.69,44.91,163.87,39.83,15.91,62.82,-14.1,-36.33,121.43,-17.44,-33.79,132.81
329,AEYE,"AudioEye, Inc.",41275980.75,Technology,Computer Software: Prepackaged Software,Micro Cap,4.83,82.63,,,,,,,,,,
330,AUPH,Aurinia Pharmaceuticals Inc,2149914335.76,Health Care,Major Pharmaceuticals,Mid Cap,18.37,78.82,,,,,,,,,,
331,EARS,Auris Medical Holding Ltd.,5102569.53,Health Care,Major Pharmaceuticals,Micro Cap,1.43,75.27,,,,,,,,,,
332,JG,Aurora Mobile Limited,107557966.8,Technology,"Computer Software: Programming, Data Processing",Micro Cap,2.62,75.51,-57.98,2060.0,3.17,36.96,-20.69,-12.12,-66.67,-54.79,-69.58,33.33
333,ADSK,"Autodesk, Inc.",42543380936.7,Technology,Computer Software: Prepackaged Software,Large Cap,195.87,27.64,42.65,22.68,41.64,21.47,1.45,19.36,42.35,16.55,-20.6,50.33
334,AUTL,Autolus Therapeutics plc,330189056.75,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Small Cap,10.18,78.55,,,,,,,,,,
335,ADP,"Automatic Data Processing, Inc.",76531311001.43,Technology,EDP Services,Large Cap,175.74,17.46,32.71,14.25,16.54,24.29,4.1,20.35,45.58,8.54,20.14,11.65
336,AUTO,"AutoWeb, Inc.",31946799.33,Technology,"Computer Software: Programming, Data Processing",Micro Cap,2.33,80.1,-19.02,-66.15,-33.01,-40.38,106.97,-27.96,280.15,13.71,-18.6,-14.0
337,AVDL,Avadel Pharmaceuticals plc,325518758.67,Health Care,Major Pharmaceuticals,Small Cap,6.42,101.51,192.64,-68.54,-21.08,-14.91,-28.72,112.8,165.68,-41.84,-23.83,-7.57
338,AVCO,Avalon GloboCare Corp.,143965006.4,Consumer Services,Professional Services,Micro Cap,1.52,107.14,,,,,,,,,,
339,ATXI,"Avenue Therapeutics, Inc.",153117852.45,Health Care,Major Pharmaceuticals,Micro Cap,9.57,50.23,,,,,,,,,,
340,AVEO,"AVEO Pharmaceuticals, Inc.",102216859.5812,Health Care,Major Pharmaceuticals,Micro Cap,0.6,149.08,-61.25,-42.65,416.67,-57.14,50.0,-54.1,-77.27,-53.2,17.65,0.0
341,AVNW,"Aviat Networks, Inc.",79775224.2,Technology,Radio And Television Broadcasting And Communications Equipment,Micro Cap,14.2,32.34,6.04,-12.66,9.69,49.68,-48.67,-33.63,-31.31,79.78,-63.91,-26.63
342,CDMO,"Avid Bioservices, Inc.",367888073.79,Health Care,Major Pharmaceuticals,Small Cap,6.75,65.91,87.07,40.09,78.8,-73.5,-15.83,0.0,5.3,28.16,-55.22,-22.3
343,CDMOP,"Avid Bioservices, Inc.",18715130.0,Health Care,Major Pharmaceuticals,Micro Cap,26.4,22.52,,,,,,,,,,
344,AVID,"Avid Technology, Inc.",394330479.64,Technology,Computer Software: Prepackaged Software,Small Cap,8.69,69.9,80.63,-11.87,22.5,-39.64,-48.7,74.36,7.52,-11.14,-51.15,36.83
345,AVGR,"Avinger, Inc.",11801233.26,Health Care,Medical/Dental Instruments,Micro Cap,0.876,113.84,,,,,,,,,,
346,CAR,"Avis Budget Group, Inc.",2583149906.24,Consumer Services,Rental/Leasing Companies,Mid Cap,32.75,40.76,43.42,-48.77,19.63,1.07,-45.29,64.1,103.94,84.89,-31.11,18.6
347,RCEL,Avita Medical Limited,259105605.78,Capital Goods,Miscellaneous,Micro Cap,8.96,82.65,,,,,,,,,,
348,AVT,"Avnet, Inc.",4226280119.88,Technology,Electronic Components,Mid Cap,40.44,25.69,19.88,-7.24,-15.28,12.93,1.07,-1.08,45.2,-1.54,-5.87,9.52
349,AVRO,"AVROBIO, Inc.",721394784.78,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Small Cap,19.69,74.65,,,,,,,,,,
